PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000107959.11.PITRM1.wgt.RDat	PITRM1	10	3179920	3215003	0.490	NA	NA	NA	NA	NA	NA	734	0	enet	0.089	0.0031	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000237399.3.PITRM1-AS1.wgt.RDat	PITRM1-AS1	10	3183824	3210164	0.628	NA	NA	NA	NA	NA	NA	729	0	enet	0.28	8.7e-08	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000239665.4.RP11-295P9.3.wgt.RDat	RP11-295P9.3	10	13673143	13710299	0.595	NA	NA	NA	NA	NA	NA	710	0	top1	0.33	5.1e-09	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000240291.1.RP11-499P20.2.wgt.RDat	RP11-499P20.2	10	18802044	18834580	0.303	NA	NA	NA	NA	NA	NA	597	0	lasso	0.28	1.3e-07	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000120539.10.MASTL.wgt.RDat	MASTL	10	27447478	27475853	0.474	NA	NA	NA	NA	NA	NA	465	0	top1	0.39	7.6e-11	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000165322.13.ARHGAP12.wgt.RDat	ARHGAP12	10	32094365	32217742	0.149	NA	NA	NA	NA	NA	NA	381	0	enet	0.11	0.0012	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000271335.1.RP11-324I22.4.wgt.RDat	RP11-324I22.4	10	35603480	35625329	0.245	NA	NA	NA	NA	NA	NA	333	0	enet	0.058	0.014	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000196793.9.ZNF239.wgt.RDat	ZNF239	10	44051792	44070066	0.283	NA	NA	NA	NA	NA	NA	462	0	lasso	0.097	0.002	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000188234.9.AGAP4.wgt.RDat	AGAP4	10	46321042	46349323	0.202	NA	NA	NA	NA	NA	NA	123	0	lasso	0.049	0.023	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000174194.11.AGAP8.wgt.RDat	AGAP8	10	51224681	51371321	0.551	NA	NA	NA	NA	NA	NA	206	0	lasso	0.53	8.4e-16	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000138293.15.NCOA4.wgt.RDat	NCOA4	10	51565108	51590734	0.198	NA	NA	NA	NA	NA	NA	131	0	top1	0.18	2.6e-05	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000099290.11.FAM21A.wgt.RDat	FAM21A	10	51827648	51893269	0.572	NA	NA	NA	NA	NA	NA	300	0	top1	0.45	1e-12	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000204147.5.ASAH2B.wgt.RDat	ASAH2B	10	52499078	52516948	0.311	NA	NA	NA	NA	NA	NA	473	0	enet	0.23	1.5e-06	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000166321.9.NUDT13.wgt.RDat	NUDT13	10	74870217	74891586	0.343	NA	NA	NA	NA	NA	NA	223	0	lasso	0.34	1.8e-09	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000236756.4.DNAJC9-AS1.wgt.RDat	DNAJC9-AS1	10	75007118	75036742	0.453	NA	NA	NA	NA	NA	NA	223	0	top1	0.039	0.037	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000224195.1.RP11-574K11.5.wgt.RDat	RP11-574K11.5	10	75573276	75574495	0.287	NA	NA	NA	NA	NA	NA	232	0	top1	0.016	0.12	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000156110.9.ADK.wgt.RDat	ADK	10	75910960	76469061	0.378	NA	NA	NA	NA	NA	NA	394	0	lasso	0.0095	0.18	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000224596.3.ZMIZ1-AS1.wgt.RDat	ZMIZ1-AS1	10	80703085	80827652	0.446	NA	NA	NA	NA	NA	NA	632	0	top1	0.0074	0.2	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000242600.2.MBL1P.wgt.RDat	MBL1P	10	81664654	81710092	0.237	NA	NA	NA	NA	NA	NA	324	0	top1	0.015	0.13	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000133661.11.SFTPD.wgt.RDat	SFTPD	10	81697496	81742370	0.271	NA	NA	NA	NA	NA	NA	314	0	top1	0.045	0.028	NA	NA
NA	./WEIGHTS//GTEx.Prostate/GTEx.Prostate.ENSG00000230091.2.TMEM254-AS1.wgt.RDat	TMEM254-AS1	10	81806616	81838668	0.477	NA	NA	NA	NA	NA	NA	331	0	lasso	0.35	1.1e-09	NA	NA
